word,frequency
number,1.0
Lately,0.9754816112084063
noticed,0.8887915936952715
affects,0.8887915936952715
daily life,0.8887915936952715
day,0.5735551663747811
work,0.5709281961471103
concentrate,0.44395796847635727
noticeable,0.4290718038528897
mood swings,0.4290718038528897
motivation,0.4220665499124343
extremely low,0.4133099824868651
energy levels,0.39929947460595444
levels fluctuate,0.39929947460595444
difficulty managing,0.38441330998248685
managing daily,0.38441330998248685
daily chores,0.38441330998248685
struggling,0.3502626970227671
irregular,0.3353765323992995
hard,0.3117338003502627
maintain social,0.3117338003502627
social connections,0.3117338003502627
feel,0.3021015761821366
affected,0.29597197898423816
feel unmotivated,0.27845884413309985
finding,0.26970227670753066
sleep,0.2565674255691769
feel uneasy,0.2486865148861646
appetite,0.2434325744308231
feel overwhelmed,0.2434325744308231
trouble concentrating,0.21978984238178634
difficulty enjoying,0.2171628721541156
enjoying usual,0.2171628721541156
usual activities,0.2171628721541156
loss,0.2084063047285464
interest,0.2084063047285464
feeling tired,0.202276707530648
frequent negative,0.19614711033274956
negative thoughts,0.19614711033274956
feeling restless,0.19352014010507881
minor irritability,0.19089316987740806
feel anxious,0.18739054290718038
feel gloomy,0.18651488616462347
difficulty focusing,0.18213660245183888
occasional sadness,0.18038528896672504
low energy,0.1777583187390543
feel irritable,0.17425569176882663
feel confused,0.17425569176882663
feel frustrated,0.1681260945709282
feel bored,0.1637478108581436
due,0.16024518388791595
feel restless,0.15411558669001751
feel okay,0.1339754816112084
feel slightly,0.1339754816112084
slightly low,0.1339754816112084
persistent fatigue,0.1330998248686515
feel manageable,0.1287215411558669
feel sad,0.1287215411558669
bit tired,0.12697022767075306
mild worry,0.1234676007005254
low motivation,0.1234676007005254
feel disconnected,0.12259194395796848
sometimes feeling,0.12259194395796848
feeling distracted,0.12259194395796848
frequent irritability,0.12084063047285463
hobbies,0.1190893169877408
feeling lonely,0.11821366024518389
feel discouraged,0.11471103327495621
feel distraught,0.1138353765323993
occasional low,0.11208406304728546
low mood,0.11208406304728546
social withdrawal,0.1085814360770578
feel generally,0.10245183887915937
generally fine,0.10245183887915937
sadness recently,0.10070052539404553
feel exhausted,0.09982486865148861
feel lonely,0.09544658493870403
sleep disturbances,0.09457092819614711
bit,0.09369527145359019
unmotivated due,0.09194395796847636
persistent sadness,0.09019264448336252
slight fatigue,0.08844133099824869
concentrating recently,0.08756567425569177
minor changes,0.08581436077057793
sleep patterns,0.08581436077057793
feel disheartened,0.08056042031523643
irritability recently,0.0796847635726795
feel worthless,0.07880910683012259
feel hopeless,0.07793345008756568
difficulty functioning,0.07530647985989491
day recently,0.07355516637478109
problems,0.07267950963222417
daily routine,0.07267950963222417
feeling overwhelmed,0.07005253940455342
evenings,0.06742556917688267
activities recently,0.06742556917688267
feel trapped,0.06654991243432574
restless recently,0.06654991243432574
uneasy due,0.06304728546409807
recently,0.06042031523642732
significant drop,0.0595446584938704
tired recently,0.05691768826619965
confused due,0.05691768826619965
irritable due,0.05604203152364273
thoughts recently,0.05604203152364273
work recently,0.05516637478108581
overwhelmed due,0.049912434325744305
hopelessness,0.04903677758318739
self harm,0.04903677758318739
feel completely,0.04816112084063047
completely drained,0.04816112084063047
eating,0.047285464098073555
personal care,0.047285464098073555
okay due,0.046409807355516634
frustrated due,0.0446584938704028
manageable due,0.042907180385288964
bored due,0.04203152364273205
anxious due,0.040280210157618214
disturbances recently,0.03940455341506129
fatigue recently,0.03852889667250438
distraught due,0.03852889667250438
lonely due,0.03677758318739054
severe anxiety,0.03677758318739054
anxiety attacks,0.03677758318739054
feel helpless,0.03677758318739054
gloomy due,0.03327495621716287
exhausted due,0.03239929947460595
fine due,0.03152364273204904
extreme lack,0.03152364273204904
tired due,0.03064798598949212
feel fearful,0.0297723292469352
disheartened due,0.0297723292469352
disconnected due,0.028896672504378284
withdrawal recently,0.028896672504378284
lonely recently,0.028021015761821366
feel desperate,0.028021015761821366
sadness difficulty,0.028021015761821366
worry recently,0.02626970227670753
hobbies recently,0.02626970227670753
trapped due,0.025394045534150613
restless mood,0.025394045534150613
persistent guilt,0.024518388791593695
self criticism,0.024518388791593695
patterns recently,0.023642732049036778
functioning recently,0.02276707530647986
sadness motivation,0.021891418563922942
hopeless due,0.021891418563922942
bored struggling,0.021891418563922942
unmotivated appetite,0.021015761821366025
restless sleep,0.021015761821366025
unmotivated mood,0.021015761821366025
irritable struggling,0.01926444833625219
confused difficulty,0.01926444833625219
uneasy struggling,0.01926444833625219
worthless due,0.01838879159369527
anxious mood,0.01838879159369527
unmotivated sleep,0.01838879159369527
fatigue finding,0.01838879159369527
unmotivated struggling,0.017513134851138354
hopelessness recently,0.017513134851138354
inability,0.016637478108581436
worry motivation,0.016637478108581436
withdrawal appetite,0.016637478108581436
distracted recently,0.016637478108581436
activities appetite,0.016637478108581436
energy,0.01576182136602452
drained due,0.01576182136602452
intense fear,0.01576182136602452
hobbies energy,0.01576182136602452
confused struggling,0.01576182136602452
evenings recently,0.01576182136602452
anxious appetite,0.0148861646234676
future recently,0.012259194395796848
harm motivation,0.012259194395796848
exhausted appetite,0.012259194395796848
discouraged finding,0.012259194395796848
exhausted finding,0.01138353765323993
evenings appetite,0.010507880910683012
bed,0.009632224168126095
bed mood,0.0070052539404553416
future,0.0035026269702276708
